Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
2001,"LAD",162,2084,6169,206,758,714,89,0.084130329,0.172151077,0.170398689,0.279456547,0.254687784,0.322971204,0.425086473,0.3219386190446181,,97.16568413614335,-0.7360677351243794,-23.82719105425295,8.962662029080093,18.22705617053746
2018,"STL",162,2464,6200,205,759,725,63,0.084677419,0.222580645,0.160240087,0.293865185,0.248999636,0.320923427,0.409239723,0.3157614834900477,,99.35458909311679,-10.723818522877991,-15.705213059471436,2.5816410094266757,18.19191681244432
2004,"FLA",162,2223,6160,148,718,677,96,0.081006493,0.157142857,0.142726941,0.294557823,0.263762304,0.329442709,0.406489245,0.3205901721712378,,93.5701726933836,0.5076097901910543,-51.15291417552019,30.125502405688167,18.173641645668525
2013,"SDP",162,2359,6122,146,618,578,118,0.07628226,0.213819013,0.133405837,0.293701171,0.244516947,0.307742998,0.377922784,0.30213264956512237,,93.6454002040074,8.816417020745575,-35.41790444971966,19.576691441237926,18.164998978479783
2019,"PHI",162,2431,6261,215,774,742,78,0.089762018,0.232071554,0.180936995,0.293116586,0.245736851,0.31940874,0.426673846,0.3144088300161808,,90.40900253229152,9.110840443521738,-70.35726191279795,57.426675151335075,18.131064472627052
2005,"HOU",163,2324,6139,161,693,654,115,0.078351523,0.168920019,0.151592823,0.287738039,0.256316367,0.322436849,0.40790919,0.3179083331344054,,89.9310804539627,-0.11512005841359496,-77.78718794795705,58.483246147981845,18.1144580962052
2014,"NYM",162,2294,6145,125,629,602,101,0.083970707,0.205695687,0.125730994,0.286164283,0.23866959,0.308248439,0.364400584,0.29901502872641555,,92.00963190269425,-0.3551867187488824,-56.02845115994035,35.051149260252714,18.112490977338645
2005,"NYM",162,2213,6146,175,722,683,153,0.079075821,0.17491051,0.157674841,0.290239925,0.258128973,0.321704788,0.415803814,0.3197318979878258,,93.03381812628308,20.984972265083343,-32.845409619260934,13.192127585411072,18.102286166955263
2011,"ATL",162,2322,6169,173,641,606,77,0.081698816,0.204247041,0.143813314,0.284121212,0.243306801,0.30821018,0.387120115,0.305615326232216,,90.83514036314104,-4.817113325698301,-70.4886101416235,52.37110872939229,18.058020347759836
2021,"CIN",162,2472,6162,222,786,756,36,0.089743589,0.231256085,0.182002582,0.295734101,0.2493085,0.328109696,0.431311082,0.32729430677342386,,98.21922964899363,-16.624850559514016,-30.914879408118992,4.131952733499929,18.043487503347155
1999,"MIL",161,2281,6433,165,815,777,81,0.102285092,0.165552619,0.15299176,0.308653191,0.273020422,0.352505515,0.426012182,0.3423727197292985,,96.5799159796894,1.4472105310269399,-28.78101975529172,10.983984281308949,18.03716452086147
2014,"STL",162,2324,6086,105,619,585,57,0.077390732,0.186164968,0.116476226,0.299503193,0.252672318,0.320159415,0.369148544,0.3075638111627297,,95.12090550791591,-15.517776781925932,-48.996149240547766,29.021728664796683,18.026499589703207
2011,"SFG",162,2370,6091,121,570,534,85,0.073551141,0.184206205,0.126321546,0.281381241,0.241888443,0.303035329,0.368209989,0.2953159151887144,,88.4426576538292,-6.505477770464495,-87.88856119349147,71.67396818846464,18.006754940038345
2009,"ARI",162,2301,6269,173,720,686,102,0.091083107,0.207050566,0.164600179,0.298669891,0.253009883,0.324428709,0.417610062,0.3235764221934768,,88.60312150400378,13.075726792216301,-75.3077022443516,58.67160112783313,18.001231350333867
2007,"STL",162,2440,6211,141,725,690,56,0.081468362,0.146353244,0.13166938,0.302669313,0.273648037,0.337457268,0.405317417,0.3258231959337481,,94.00936517411029,-12.730042793555185,-61.2690538793249,40.56064430717379,17.988121622447604
2005,"CHW",162,2208,6146,200,741,713,137,0.070777741,0.163032866,0.162597214,0.285648994,0.262253572,0.322390019,0.424850786,0.32449244298133,,94.70130735373448,-1.894184932229109,-42.12312713331848,13.815486083738506,17.97261497203643
2015,"BOS",162,2268,6237,161,748,706,71,0.076639409,0.18406285,0.149468086,0.305053738,0.265070921,0.325330325,0.414539007,0.32106937286189247,,99.08258647830714,1.366205147933215,-5.883879799199083,-28.941006537526846,17.936028888048185
2021,"MIL",162,2403,6099,194,738,700,82,0.096081324,0.240203312,0.162812384,0.282771535,0.233308466,0.317081205,0.39612085,0.3100378469557088,,91.98907729223069,2.7901593688875437,-59.63384789164305,33.869979448616505,17.93373998341993
1990,"CLE",162,1684,6087,110,732,675,107,0.075242319,0.137341876,0.123609845,0.294565217,0.267092069,0.323553787,0.390701914,0.32025588060418764,,97.47424235839932,-1.495043091243133,-19.03446538762991,-0.33643498457968235,17.919372831571536
1994,"ATL",114,1531,4349,137,542,510,48,0.086686594,0.153598528,0.167055167,0.289789303,0.267029267,0.333411051,0.434084434,0.33336219139660106,,96.88743015301422,-3.9486449513060506,-21.54271248472441,59.45385169610381,17.918522090277232
1993,"CLE",162,1781,6267,141,790,747,159,0.077868198,0.134514121,0.13329774,0.298704057,0.275315892,0.334617854,0.408613632,0.328629074394558,,98.83679314066352,10.321910857455805,1.3497795717843175,-21.416702687740326,17.91171395049554
2015,"WSN",162,2245,6117,177,703,665,57,0.088115089,0.219715546,0.151436993,0.299646286,0.251105379,0.321016166,0.402542372,0.3145231025350363,,96.17412289905805,-2.2673474191688,-29.669526835405254,9.410512830480002,17.906149774918717
1997,"MON",162,2215,6131,172,691,659,75,0.068504322,0.176806393,0.167028593,0.29025522,0.257509952,0.316223799,0.424538545,0.32290549898369403,,90.59271407443504,-4.447379250981612,-78.19644983134172,64.22573684900999,17.857188335312525
2001,"ANA",162,1824,6226,158,691,662,116,0.079344683,0.160777385,0.144298325,0.289988751,0.260673752,0.326801619,0.404972077,0.3178623000994274,,92.67802331233936,0.3163828268297948,-57.472738772747846,22.370934046804905,17.781989126040575
2015,"BAL",162,2249,6007,217,713,686,44,0.069585483,0.221574829,0.170829535,0.290501385,0.249772105,0.307216839,0.42060164,0.3149946767792453,,97.29874613214395,-4.916260150726885,-23.92702178674098,-5.850574290379882,17.674027228852264
2001,"SDP",162,2259,6278,161,789,753,129,0.107996177,0.202771583,0.147391462,0.297363281,0.251550529,0.335733717,0.398941991,0.3211916919224353,,97.25095234364179,6.354510297358502,-16.634991085810018,-7.145341405645013,17.66817865790781
2013,"WSN",162,2241,6047,161,656,621,88,0.076732263,0.19712254,0.1464312,0.292091217,0.251103752,0.312594079,0.397534952,0.3114300366606398,,94.47384145206833,3.116280092392117,-34.70945978476657,16.514092141296715,17.667392760931126
2007,"TBD",162,2229,6280,187,782,750,131,0.086783439,0.210828025,0.165206508,0.317610062,0.268192383,0.336056383,0.433398891,0.33541901611122715,,102.683464153853,8.403461103560403,29.53797546983286,-66.02910463698208,17.639828673906546
1999,"SDP",162,2305,6136,153,710,671,174,0.102835723,0.190514993,0.140711902,0.293531128,0.252131998,0.332131147,0.3928439,0.3215826880226695,,90.2043768608369,4.5221702451235615,-77.09476345015513,61.061619859188795,17.629635253129763
1996,"OAK",162,1834,6402,243,861,823,58,0.099968759,0.174008122,0.187211368,0.289656771,0.26500888,0.343961049,0.452220248,0.3468323227937819,,102.94205337713193,-5.709539724688511,20.41497371343269,-73.01232031174004,17.627963913196503
2024,"SFG",162,2414,6062,177,693,661,68,0.081161332,0.239524909,0.156959707,0.290355853,0.238644688,0.305238803,0.395604395,0.30519322507858593,,97.06321354947276,0.630229733302258,-20.71851973039958,-10.529532790184021,17.6215155885714
2014,"NYY",162,2288,6082,147,633,591,112,0.074317658,0.186287405,0.134618883,0.281894934,0.245406585,0.306840713,0.380025468,0.3052422179636219,,93.79615712153903,3.238680880749598,-38.46735618228133,7.592959879664704,17.60007115137992
1996,"COL",162,2319,6333,221,961,909,201,0.083214906,0.174956576,0.184973167,0.321354045,0.287477638,0.354503279,0.472450805,0.35826027491226653,,93.24465790702084,8.918801558611449,-45.42808277225642,35.717839173506945,17.581366628778472
2003,"TBD",162,2223,6212,137,715,678,142,0.067611075,0.165808113,0.138839759,0.300639188,0.265475769,0.319902912,0.404315528,0.3142001702336951,,89.92780512848134,13.156749138375744,-65.7008988455753,29.983106297440827,17.5779459116802
1995,"ATL",144,1932,5464,168,645,618,73,0.095168374,0.170754026,0.159534691,0.275954096,0.249688408,0.325813609,0.409223099,0.32443745676487035,,91.64836771001727,-5.438051796518266,-63.31159599430179,56.75487963669002,17.558455900180647
1998,"NYM",162,2278,6257,136,706,671,62,0.091417612,0.167652229,0.135208712,0.29476332,0.258620689,0.329820009,0.393829401,0.318467878370853,,92.80624773944047,-7.688854892679956,-65.03917711013537,47.06896423269063,17.539865634582107
2016,"LAA",162,2419,6041,156,717,686,73,0.077967223,0.164045687,0.144908856,0.289406877,0.259620696,0.321892702,0.404529552,0.31410731988853285,,98.58401905750242,-8.278327245265245,-18.83888341274021,-14.246373103000224,17.530691981225033
1991,"CHC",160,2291,6130,159,695,654,123,0.072104404,0.143393148,0.137812387,0.272306675,0.25262586,0.309331131,0.390438247,0.31279674926627143,,90.33996879018453,-0.8602981861768058,-68.10352583417509,38.487935438752174,17.500823053909784
2011,"NYM",162,2383,6335,108,718,676,130,0.090134175,0.171270718,0.126964285,0.307295173,0.26375,0.33476874,0.390714285,0.31929087892083596,,101.93003419597443,11.141548995161429,25.041381428618493,-53.5539252050221,17.4959229468187
1990,"MON",162,2254,6189,114,662,607,235,0.093068347,0.165454839,0.120117367,0.286336542,0.249954153,0.322025565,0.37007152,0.31106267208488103,,90.18622460776884,5.613376482157037,-65.6659603548026,16.92834702692926,17.458698694377677
2014,"BOS",162,2283,6226,123,634,601,63,0.085929971,0.214744619,0.124482075,0.297369056,0.244100162,0.315501127,0.368582237,0.30458151605372685,,89.15542701203569,-8.070807163370773,-82.9333573896925,46.197177458088845,17.453990322370647
2005,"NYY",162,2319,6406,229,886,847,84,0.099438026,0.154386512,0.173897582,0.297370195,0.27596017,0.354712247,0.449857752,0.34984125935406696,,115.66496448880419,-3.3922079206677154,118.48220764552957,-160.93050613999367,17.43489455648121
2015,"SEA",162,2407,6131,198,656,624,69,0.077964442,0.217908987,0.162337663,0.291965389,0.248737373,0.310684391,0.411075036,0.31278678032479557,,100.38156100275901,-23.050460224971175,-20.7374834365734,-15.776364583522081,17.389108150792193
2014,"COL",162,2387,6164,186,755,721,85,0.064406229,0.207819597,0.168745546,0.32554257,0.276372059,0.326945126,0.445117605,0.33730663198509747,,97.12487114630964,-12.264207692118362,-33.06042971400676,4.8242534920573235,17.379394543167283
2016,"TBR",162,2281,6046,216,672,647,60,0.074263976,0.24512074,0.182448459,0.293098924,0.243203794,0.307117969,0.425652253,0.3145077547456295,,98.26230000559107,-2.150211415020749,-14.828698787179128,-20.052754112984985,17.364310415593966
1997,"TEX",162,1921,6266,187,807,773,72,0.079795722,0.178104053,0.163864802,0.309090909,0.273756857,0.333654,0.437621659,0.33653476565989726,,94.8966865625935,-1.115026406972902,-42.155118910426566,-1.1993905790150166,17.350239510501503
2004,"SEA",162,2280,6362,136,698,658,110,0.077334171,0.166299905,0.126529186,0.307692307,0.269835721,0.330905636,0.396364907,0.3171264414431966,,92.7858377810397,-6.443258593091741,-65.2929554756698,26.07868130132556,17.32370302608395
